worker_id,order,pair_id,sample_id,stem,A_N,A_K,B_N,B_K,A_audio_path,B_audio_path
7,8,3,26,LJ049-0072,80,4096,40,256,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/80-4096-0.5/LJ049-0072.wav,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/40-256-0.6/LJ049-0072.wav
7,9,1,6,LJ049-0152,20,256,80,4096,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/20-256-0.6/LJ049-0152.wav,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/80-4096-0.5/LJ049-0152.wav
7,10,4,26,LJ049-0089,120,4096,40,256,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/120-4096-0.5/LJ049-0089.wav,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/40-256-0.6/LJ049-0089.wav
7,11,0,6,LJ049-0082,20,256,40,256,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/20-256-0.6/LJ049-0082.wav,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/40-256-0.6/LJ049-0082.wav
8,0,5,28,LJ049-0220,120,4096,80,4096,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/120-4096-0.5/LJ049-0220.wav,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/80-4096-0.5/LJ049-0220.wav
8,1,1,28,LJ049-0114,80,4096,20,256,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/80-4096-0.5/LJ049-0114.wav,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/20-256-0.6/LJ049-0114.wav
8,2,4,28,LJ049-0142,120,4096,40,256,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/120-4096-0.5/LJ049-0142.wav,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/40-256-0.6/LJ049-0142.wav
8,3,1,8,LJ049-0114,20,256,80,4096,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/20-256-0.6/LJ049-0114.wav,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/80-4096-0.5/LJ049-0114.wav
8,4,2,28,LJ049-0137,120,4096,20,256,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/120-4096-0.5/LJ049-0137.wav,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/20-256-0.6/LJ049-0137.wav
8,5,4,8,LJ049-0142,40,256,120,4096,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/40-256-0.6/LJ049-0142.wav,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/120-4096-0.5/LJ049-0142.wav
8,6,2,8,LJ049-0137,20,256,120,4096,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/20-256-0.6/LJ049-0137.wav,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/120-4096-0.5/LJ049-0137.wav
8,7,0,8,LJ049-0050,20,256,40,256,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/20-256-0.6/LJ049-0050.wav,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/40-256-0.6/LJ049-0050.wav
8,8,5,8,LJ049-0220,80,4096,120,4096,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/80-4096-0.5/LJ049-0220.wav,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/120-4096-0.5/LJ049-0220.wav
8,9,0,28,LJ049-0050,40,256,20,256,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/40-256-0.6/LJ049-0050.wav,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/20-256-0.6/LJ049-0050.wav
8,10,3,28,LJ049-0179,80,4096,40,256,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/80-4096-0.5/LJ049-0179.wav,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/40-256-0.6/LJ049-0179.wav
8,11,3,8,LJ049-0179,40,256,80,4096,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/40-256-0.6/LJ049-0179.wav,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/80-4096-0.5/LJ049-0179.wav
9,0,3,16,LJ050-0015,40,256,80,4096,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/40-256-0.6/LJ050-0015.wav,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/80-4096-0.5/LJ050-0015.wav
9,1,4,16,LJ049-0199,40,256,120,4096,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/40-256-0.6/LJ049-0199.wav,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/120-4096-0.5/LJ049-0199.wav
9,2,5,16,LJ049-0122,80,4096,120,4096,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/80-4096-0.5/LJ049-0122.wav,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/120-4096-0.5/LJ049-0122.wav
9,3,0,16,LJ049-0210,20,256,40,256,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/20-256-0.6/LJ049-0210.wav,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/40-256-0.6/LJ049-0210.wav
9,4,5,36,LJ049-0122,120,4096,80,4096,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/120-4096-0.5/LJ049-0122.wav,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/80-4096-0.5/LJ049-0122.wav
9,5,0,36,LJ049-0210,40,256,20,256,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/40-256-0.6/LJ049-0210.wav,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/20-256-0.6/LJ049-0210.wav
9,6,1,16,LJ049-0156,20,256,80,4096,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/20-256-0.6/LJ049-0156.wav,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/80-4096-0.5/LJ049-0156.wav
9,7,4,36,LJ049-0199,120,4096,40,256,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/120-4096-0.5/LJ049-0199.wav,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/40-256-0.6/LJ049-0199.wav
9,8,3,36,LJ050-0015,80,4096,40,256,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/80-4096-0.5/LJ050-0015.wav,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/40-256-0.6/LJ050-0015.wav
9,9,2,16,LJ049-0133,20,256,120,4096,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/20-256-0.6/LJ049-0133.wav,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/120-4096-0.5/LJ049-0133.wav
9,10,1,36,LJ049-0156,80,4096,20,256,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/80-4096-0.5/LJ049-0156.wav,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/20-256-0.6/LJ049-0156.wav
9,11,2,36,LJ049-0133,120,4096,20,256,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/120-4096-0.5/LJ049-0133.wav,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/20-256-0.6/LJ049-0133.wav
10,0,3,35,LJ049-0189,80,4096,40,256,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/80-4096-0.5/LJ049-0189.wav,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/40-256-0.6/LJ049-0189.wav
10,1,2,15,LJ049-0022,20,256,120,4096,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/20-256-0.6/LJ049-0022.wav,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/120-4096-0.5/LJ049-0022.wav
10,2,5,15,LJ049-0058,80,4096,120,4096,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/80-4096-0.5/LJ049-0058.wav,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/120-4096-0.5/LJ049-0058.wav
10,3,4,35,LJ049-0084,120,4096,40,256,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/120-4096-0.5/LJ049-0084.wav,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/40-256-0.6/LJ049-0084.wav
10,4,2,35,LJ049-0022,120,4096,20,256,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/120-4096-0.5/LJ049-0022.wav,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/20-256-0.6/LJ049-0022.wav
10,5,1,35,LJ049-0046,80,4096,20,256,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/80-4096-0.5/LJ049-0046.wav,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/20-256-0.6/LJ049-0046.wav
10,6,5,35,LJ049-0058,120,4096,80,4096,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/120-4096-0.5/LJ049-0058.wav,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/80-4096-0.5/LJ049-0058.wav
10,7,1,15,LJ049-0046,20,256,80,4096,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/20-256-0.6/LJ049-0046.wav,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/80-4096-0.5/LJ049-0046.wav
10,8,0,35,LJ049-0033,40,256,20,256,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/40-256-0.6/LJ049-0033.wav,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/20-256-0.6/LJ049-0033.wav
10,9,4,15,LJ049-0084,40,256,120,4096,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/40-256-0.6/LJ049-0084.wav,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/120-4096-0.5/LJ049-0084.wav
10,10,0,15,LJ049-0033,20,256,40,256,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/20-256-0.6/LJ049-0033.wav,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/40-256-0.6/LJ049-0033.wav
10,11,3,15,LJ049-0189,40,256,80,4096,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/40-256-0.6/LJ049-0189.wav,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/80-4096-0.5/LJ049-0189.wav
11,0,1,38,LJ049-0171,80,4096,20,256,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/80-4096-0.5/LJ049-0171.wav,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/20-256-0.6/LJ049-0171.wav
11,1,3,18,LJ049-0143,40,256,80,4096,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/40-256-0.6/LJ049-0143.wav,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/80-4096-0.5/LJ049-0143.wav
11,2,5,18,LJ049-0069,80,4096,120,4096,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/80-4096-0.5/LJ049-0069.wav,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/120-4096-0.5/LJ049-0069.wav
11,3,2,38,LJ049-0037,120,4096,20,256,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/120-4096-0.5/LJ049-0037.wav,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/20-256-0.6/LJ049-0037.wav
11,4,4,18,LJ049-0095,40,256,120,4096,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/40-256-0.6/LJ049-0095.wav,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/120-4096-0.5/LJ049-0095.wav
11,5,5,38,LJ049-0069,120,4096,80,4096,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/120-4096-0.5/LJ049-0069.wav,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/80-4096-0.5/LJ049-0069.wav
11,6,3,38,LJ049-0143,80,4096,40,256,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/80-4096-0.5/LJ049-0143.wav,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/40-256-0.6/LJ049-0143.wav
11,7,0,18,LJ050-0003,20,256,40,256,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/20-256-0.6/LJ050-0003.wav,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/40-256-0.6/LJ050-0003.wav
11,8,1,18,LJ049-0171,20,256,80,4096,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/20-256-0.6/LJ049-0171.wav,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/80-4096-0.5/LJ049-0171.wav
11,9,0,38,LJ050-0003,40,256,20,256,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/40-256-0.6/LJ050-0003.wav,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/20-256-0.6/LJ050-0003.wav
11,10,2,18,LJ049-0037,20,256,120,4096,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/20-256-0.6/LJ049-0037.wav,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/120-4096-0.5/LJ049-0037.wav
11,11,4,38,LJ049-0095,120,4096,40,256,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/120-4096-0.5/LJ049-0095.wav,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/40-256-0.6/LJ049-0095.wav
12,0,1,35,LJ049-0046,80,4096,20,256,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/80-4096-0.5/LJ049-0046.wav,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/20-256-0.6/LJ049-0046.wav
12,1,0,35,LJ049-0033,40,256,20,256,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/40-256-0.6/LJ049-0033.wav,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/20-256-0.6/LJ049-0033.wav
12,2,5,35,LJ049-0058,120,4096,80,4096,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/120-4096-0.5/LJ049-0058.wav,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/80-4096-0.5/LJ049-0058.wav
12,3,0,15,LJ049-0033,20,256,40,256,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/20-256-0.6/LJ049-0033.wav,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/40-256-0.6/LJ049-0033.wav
12,4,3,35,LJ049-0189,80,4096,40,256,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/80-4096-0.5/LJ049-0189.wav,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/40-256-0.6/LJ049-0189.wav
12,5,2,35,LJ049-0022,120,4096,20,256,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/120-4096-0.5/LJ049-0022.wav,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/20-256-0.6/LJ049-0022.wav
12,6,4,35,LJ049-0084,120,4096,40,256,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/120-4096-0.5/LJ049-0084.wav,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/40-256-0.6/LJ049-0084.wav
12,7,3,15,LJ049-0189,40,256,80,4096,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/40-256-0.6/LJ049-0189.wav,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/80-4096-0.5/LJ049-0189.wav
12,8,5,15,LJ049-0058,80,4096,120,4096,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/80-4096-0.5/LJ049-0058.wav,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/120-4096-0.5/LJ049-0058.wav
12,9,1,15,LJ049-0046,20,256,80,4096,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/20-256-0.6/LJ049-0046.wav,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/80-4096-0.5/LJ049-0046.wav
12,10,4,15,LJ049-0084,40,256,120,4096,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/40-256-0.6/LJ049-0084.wav,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/120-4096-0.5/LJ049-0084.wav
12,11,2,15,LJ049-0022,20,256,120,4096,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/20-256-0.6/LJ049-0022.wav,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/120-4096-0.5/LJ049-0022.wav
13,0,4,2,LJ049-0102,40,256,120,4096,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/40-256-0.6/LJ049-0102.wav,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/120-4096-0.5/LJ049-0102.wav
13,1,3,2,LJ049-0201,40,256,80,4096,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/40-256-0.6/LJ049-0201.wav,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/80-4096-0.5/LJ049-0201.wav
13,2,4,22,LJ049-0102,120,4096,40,256,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/120-4096-0.5/LJ049-0102.wav,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/40-256-0.6/LJ049-0102.wav
13,3,5,22,LJ049-0140,120,4096,80,4096,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/120-4096-0.5/LJ049-0140.wav,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/80-4096-0.5/LJ049-0140.wav
13,4,2,22,LJ049-0141,120,4096,20,256,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/120-4096-0.5/LJ049-0141.wav,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/20-256-0.6/LJ049-0141.wav
13,5,1,2,LJ049-0216,20,256,80,4096,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/20-256-0.6/LJ049-0216.wav,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/80-4096-0.5/LJ049-0216.wav
13,6,3,22,LJ049-0201,80,4096,40,256,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/80-4096-0.5/LJ049-0201.wav,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/40-256-0.6/LJ049-0201.wav
13,7,1,22,LJ049-0216,80,4096,20,256,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/80-4096-0.5/LJ049-0216.wav,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/20-256-0.6/LJ049-0216.wav
13,8,5,2,LJ049-0140,80,4096,120,4096,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/80-4096-0.5/LJ049-0140.wav,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/120-4096-0.5/LJ049-0140.wav
13,9,2,2,LJ049-0141,20,256,120,4096,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/20-256-0.6/LJ049-0141.wav,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/120-4096-0.5/LJ049-0141.wav
13,10,0,22,LJ049-0095,40,256,20,256,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/40-256-0.6/LJ049-0095.wav,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/20-256-0.6/LJ049-0095.wav
13,11,0,2,LJ049-0095,20,256,40,256,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/20-256-0.6/LJ049-0095.wav,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/40-256-0.6/LJ049-0095.wav
14,0,4,33,LJ050-0016,120,4096,40,256,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/120-4096-0.5/LJ050-0016.wav,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/40-256-0.6/LJ050-0016.wav
14,1,3,13,LJ049-0012,40,256,80,4096,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/40-256-0.6/LJ049-0012.wav,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/80-4096-0.5/LJ049-0012.wav
14,2,0,33,LJ049-0089,40,256,20,256,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/40-256-0.6/LJ049-0089.wav,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/20-256-0.6/LJ049-0089.wav
14,3,1,13,LJ049-0163,20,256,80,4096,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/20-256-0.6/LJ049-0163.wav,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/80-4096-0.5/LJ049-0163.wav
14,4,3,33,LJ049-0012,80,4096,40,256,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/80-4096-0.5/LJ049-0012.wav,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/40-256-0.6/LJ049-0012.wav
14,5,0,13,LJ049-0089,20,256,40,256,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/20-256-0.6/LJ049-0089.wav,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/40-256-0.6/LJ049-0089.wav
14,6,5,33,LJ049-0188,120,4096,80,4096,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/120-4096-0.5/LJ049-0188.wav,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/80-4096-0.5/LJ049-0188.wav
14,7,2,13,LJ049-0215,20,256,120,4096,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/20-256-0.6/LJ049-0215.wav,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/120-4096-0.5/LJ049-0215.wav
14,8,4,13,LJ050-0016,40,256,120,4096,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/40-256-0.6/LJ050-0016.wav,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/120-4096-0.5/LJ050-0016.wav
14,9,2,33,LJ049-0215,120,4096,20,256,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/120-4096-0.5/LJ049-0215.wav,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/20-256-0.6/LJ049-0215.wav
14,10,1,33,LJ049-0163,80,4096,20,256,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/80-4096-0.5/LJ049-0163.wav,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/20-256-0.6/LJ049-0163.wav
14,11,5,13,LJ049-0188,80,4096,120,4096,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/80-4096-0.5/LJ049-0188.wav,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/120-4096-0.5/LJ049-0188.wav
15,0,5,39,LJ049-0170,120,4096,80,4096,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/120-4096-0.5/LJ049-0170.wav,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/80-4096-0.5/LJ049-0170.wav
15,1,4,19,LJ049-0116,40,256,120,4096,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/40-256-0.6/LJ049-0116.wav,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/120-4096-0.5/LJ049-0116.wav
15,2,0,39,LJ049-0216,40,256,20,256,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/40-256-0.6/LJ049-0216.wav,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/20-256-0.6/LJ049-0216.wav
15,3,3,19,LJ049-0207,40,256,80,4096,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/40-256-0.6/LJ049-0207.wav,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/80-4096-0.5/LJ049-0207.wav
15,4,2,19,LJ049-0181,20,256,120,4096,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/20-256-0.6/LJ049-0181.wav,/work/gk77/k77035/espnet/egs2/ljspeech/tts1/myscripts/audio_cut_10s/120-4096-0.5/LJ049-0181.wav
